Food Name	Category Name	Calcium	Calories	Carbs	Cholesterol	Copper	Fats	Fiber	Folate	Iron	Magnesium	Monounsaturated Fat	Net carbs	Omega-3 - DHA	Omega-3 - DPA	Omega-3 - EPA	Phosphorus	Polyunsaturated fat	Potassium	Protein	Saturated Fat	Selenium	Sodium	Trans Fat	Vitamin A (IU)	Vitamin A RAE	Vitamin B1	Vitamin B12	Vitamin B2	Vitamin B3	Vitamin B5	Vitamin B6	Vitamin C	Zinc	Choline	Fructose	Histidine	Isoleucine	Leucine	Lysine	Manganese	Methionine	Phenylalanine	Starch	Sugar	Threonine	Tryptophan	Valine	Vitamin D	Vitamin E	Vitamin K	Omega-3 - ALA	Omega-6 - Eicosadienoic acid	Omega-6 - Gamma-linoleic acid	Omega-3 - Eicosatrienoic acid	Omega-6 - Dihomo-gamma-linoleic acid	Omega-6 - Linoleic acid	Omega-6 - Arachidonic acid
Pineapple	Fruits	0.013	50	13	0	0.00011	0.12	1.4	1.80E-05	0.00029	0.012	0.01	12	0	0	0	0.008	0.04	0.109	0.54	0.01	1.00E-07	0.001	0	58	3.00E-06	8.00E-05	0	3.00E-05	0.0005	0.00021	0.00011	0.048	0.00012	0.0055	2.1	1.00E-05	2.00E-05	2.00E-05	3.00E-05	0.00093	1.00E-05	2.00E-05	0	9.9	2.00E-05	1.00E-05	2.00E-05	0	2.00E-05	7.00E-07							
Pitanga (Surinam cherry)	Fruits	0.009	33	7.5	0		0.4			0.0002	0.012		7.5				0.011		0.103	0.8			0.003	0	1500	7.50E-05	3.00E-05	0	4.00E-05	0.0003			0.026																									
Plantain	Fruits	0.002	116	31	0	7.00E-05	0.18	2.3	2.60E-05	0.00058	0.032	0.02	29	0	0	0	0.028	0.03	0.465	0.79	0.07	1.40E-06	0.005	0	909	4.50E-05	5.00E-05	0	5.00E-05	0.00076	0.00023	0.00024	0.011	0.00013	0.013		4.00E-05	2.00E-05	4.00E-05	4.00E-05		1.00E-05	3.00E-05		14	2.00E-05	1.00E-05	3.00E-05	0	0.00013	7.00E-07							
Plum	Fruits	0.006	46	11	0	6.00E-05	0.28	1.4	5.00E-06	0.00017	0.007	0.13	10	0	0	0	0.016	0.04	0.157	0.7	0.02	0	0	0	345	1.70E-05	3.00E-05	0	3.00E-05	0.00042	0.00014	3.00E-05	0.0095	0.0001	0.0019	3.1	1.00E-05	1.00E-05	2.00E-05	2.00E-05	5.00E-05	1.00E-05	1.00E-05	0	9.9	1.00E-05	1.00E-05	2.00E-05	0	0.00026	6.40E-06							
Pomegranate	Fruits	0.01	83	19	0	0.00016	1.2	4	3.80E-05	0.0003	0.012	0.09	15	0	0	0	0.036	0.08	0.236	1.7	0.12	5.00E-07	0.003	0	0	0	7.00E-05	0	5.00E-05	0.00029	0.00038	8.00E-05	0.01	0.00035	0.0076						0.00012				14				0	0.0006	1.60E-05							
Prickly pear	Fruits	0.056	41	9.6	0	8.00E-05	0.51	3.6	6.00E-06	0.0003	0.085	0.08	6	0	0	0	0.024	0.21	0.22	0.73	0.07	6.00E-07	0.005	0	43	2.00E-06	1.00E-05	0	6.00E-05	0.00046		6.00E-05	0.014	0.00012																								
Prunes	Fruits	0.043	240	64	0	0.00028	0.38	7.1	4.00E-06	0.00093	0.041	0.05	57	0	0	0	0.069	0.06	0.732	2.2	0.09	3.00E-07	0.002		781	3.90E-05	5.00E-05	0	0.00019	0.0019	0.00042	0.00021	0.0006	0.00044	0.01	12	3.00E-05	4.00E-05	7.00E-05	5.00E-05	0.0003	2.00E-05	5.00E-05	5.1	38	5.00E-05	3.00E-05	6.00E-05	0	0.00043	6.00E-05		0	0				
Pomelo	Fruits	0.004	38	9.6	0	5.00E-05	0.04	1		0.00011	0.006		8.6				0.017		0.216	0.76			0.001	0	8	0	3.00E-05	0	3.00E-05	0.00022		4.00E-05	0.061	8.00E-05							2.00E-05																	
Quince	Fruits	0.011	57	15	0	0.00013	0.1	1.9	3.00E-06	0.0007	0.008	0.04	13	0	0	0	0.017	0.05	0.197	0.4	0.01	6.00E-07	0.004	0	40	2.00E-06	2.00E-05	0	3.00E-05	0.0002	8.00E-05	4.00E-05	0.015	4.00E-05																								
Raisin	Fruits	0.05	299	79	0	0.00032	0.46	3.7	5.00E-06	0.0019	0.032	0.05	75	0	0	0	0.101	0.04	0.749	3.1	0.06	6.00E-07	0.011	0	0	0	0.00011	0	0.00013	0.00077	0.0001	0.00017	0.0023	0.00022	0.011	30	7.00E-05	6.00E-05	0.0001	8.00E-05	0.0003	2.00E-05	7.00E-05	2.7	59	8.00E-05	5.00E-05	8.00E-05	0	0.00012	3.50E-06		0	0				
Rambutan	Fruits	0.022	82	21	0	7.00E-05	0.21	0.9	8.00E-06	0.00035	0.007		20				0.009		0.042	0.65			0.011	0	3	0	1.00E-05	0	2.00E-05	0.0014	2.00E-05	2.00E-05	0.0049	8.00E-05							0.00034																	
Raspberry	Fruits	0.025	52	12	0	9.00E-05	0.65	6.5	2.10E-05	0.00069	0.022	0.06	5.4	0	0	0	0.029	0.38	0.151	1.2	0.02	2.00E-07	0.001	0	33	2.00E-06	3.00E-05	0	4.00E-05	0.0006	0.00033	6.00E-05	0.026	0.00042	0.012	2.4					0.00067			0	4.4				0	0.00087	7.80E-06							
Roselle	Fruits	0.215	49	11	0		0.64			0.0015	0.051		11				0.037		0.208	0.96			0.006	0	287	1.40E-05	1.00E-05	0	3.00E-05	0.00031			0.012																									
Rose apple	Fruits	0.029	25	5.7	0	2.00E-05	0.3			7.00E-05	0.005		5.7				0.008		0.123	0.6			0	0	339	1.70E-05	2.00E-05	0	3.00E-05	0.0008			0.022	6.00E-05							3.00E-05																	
Sapodilla	Fruits	0.021	83	20	0	9.00E-05	1.1	5.3	1.40E-05	0.0008	0.012	0.52	15	0	0	0	0.012	0.01	0.193	0.44	0.19	6.00E-07	0.012	0	60	3.00E-06	0	0	2.00E-05	0.0002	0.00025	4.00E-05	0.015	0.0001			2.00E-05	2.00E-05	2.00E-05	4.00E-05		0	1.00E-05			1.00E-05	1.00E-05	2.00E-05										
Mamey Sapote	Fruits	0.018	124	32	0	0.00021	0.46	5.4	7.00E-06	0.00078	0.011	0.1	27	0	0	0	0.026	0.1	0.454	1.5	0.17		0.007	0	143	7.00E-06	1.00E-05	0	0.00012	0.0014	0.0004	0.00072	0.023	0.00019		7.7	5.00E-05	6.00E-05	7.00E-05	7.00E-05	0.0002	2.00E-05	6.00E-05	6.3	20	9.00E-05	5.00E-05	7.00E-05		0.0021		0.08	0	0	0	0	0.01	
Soursop	Fruits	0.014	66	17	0	9.00E-05	0.3	3.3	1.40E-05	0.0006	0.021	0.09	14	0	0	0	0.027	0.07	0.278	1	0.05	6.00E-07	0.014	0	2	0	7.00E-05	0	5.00E-05	0.0009	0.00025	6.00E-05	0.021	0.0001	0.0076					6.00E-05		1.00E-05			14		1.00E-05		0	8.00E-05	4.00E-07							
Strawberry	Fruits	0.016	32	7.7	0	5.00E-05	0.3	2	2.40E-05	0.00041	0.013	0.04	5.7	0	0	0	0.024	0.16	0.153	0.67	0.02	4.00E-07	0.001	0	12	1.00E-06	2.00E-05	0	2.00E-05	0.00039	0.00013	5.00E-05	0.059	0.00014	0.0057	2.4	1.00E-05	2.00E-05	3.00E-05	3.00E-05	0.00039	0	2.00E-05	0.04	4.9	2.00E-05	1.00E-05	2.00E-05	0	0.00029	2.20E-06							
Tamarind	Fruits	0.074	239	63	0	9.00E-05	0.6	5.1	1.40E-05	0.0028	0.092	0.18	57	0	0	0	0.113	0.06	0.628	2.8	0.27	1.30E-06	0.028	0	30	2.00E-06	0.00043	0	0.00015	0.0019	0.00014	7.00E-05	0.0035	0.0001	0.0086					0.00014		1.00E-05			39		2.00E-05		0	0.0001	2.80E-06							
Watermelon	Fruits	0.007	30	7.6	0	4.00E-05	0.15	0.4	3.00E-06	0.00024	0.01	0.04	7.2	0	0	0	0.011	0.05	0.112	0.61	0.02	4.00E-07	0.001	0	569	2.80E-05	3.00E-05	0	2.00E-05	0.00018	0.00022	5.00E-05	0.0081	0.0001	0.0041	3.4	1.00E-05	2.00E-05	2.00E-05	6.00E-05	4.00E-05	1.00E-05	2.00E-05	0	6.2	3.00E-05	1.00E-05	2.00E-05	0	5.00E-05	1.00E-07							
Maraschino cherry	Fruits	0.054	165	42	0	0.00014	0.21	3.2	0	0.00043	0.004	0.05	39	0	0	0	0.003	0.06	0.021	0.22	0.04	2.00E-07	0.004	0	45	2.00E-06	0	0	0	0	5.00E-05	1.00E-05	0	0.00026	0.0043						1.00E-05				39				0	5.00E-05	1.50E-06							
Feijoa	Fruits	0.017	61	15	0	4.00E-05	0.42	6.4	2.30E-05	0.00014	0.009	0.06	8.8	0	0	0	0.019	0.14	0.172	0.71	0.1		0.003	0	6	0	1.00E-05	0	2.00E-05	0.0003	0.00023	7.00E-05	0.033	6.00E-05		3	1.00E-05	2.00E-05	3.00E-05	4.00E-05	8.00E-05	1.00E-05	2.00E-05	0	8.2	2.00E-05	1.00E-05	2.00E-05		0.00016	3.50E-06	0.03	0	0	0	0	0.11	
Asian pear	Fruits	0.004	42	11	0	5.00E-05	0.23	3.6	8.00E-06	0	0.008	0.05	7.1	0	0	0	0.011	0.06	0.121	0.5	0.01	1.00E-07	0	0	0	0	1.00E-05	0	1.00E-05	0.00022	7.00E-05	2.00E-05	0.0038	2.00E-05	0.0051		1.00E-05	1.00E-05	3.00E-05	2.00E-05	6.00E-05	1.00E-05	1.00E-05		7.1	1.00E-05	1.00E-05	2.00E-05	0	0.00012	4.50E-06							
Sour cherry	Fruits	0.011	42	10			0.21	1.2		0.00064	0.008		9.3				0.016		0.115	0.69			0.004	0			3.00E-05	0	7.00E-05	0.00026	4.00E-05	5.00E-05	0.0003	7.00E-05		2.8					6.00E-05				7						8.10E-06							
Durian	Fruits	0.006	147	27	0	0.00021	5.3	3.8	3.60E-05	0.00043	0.03		23				0.039		0.436	1.5			0.002	0	44	2.00E-06	0.00037	0	0.0002	0.0011	0.00023	0.00032	0.02	0.00028							0.00033																	
Crateva religiosa	Fruits	0.008	69	18		6.00E-05	0.1	5.3		0.0016	0.024		12				0.047		0.304	1.5	0.01		0.02	0	100	5.00E-06							0.054	0.00031		3.8					0.00018				8.6													
Clementine	Fruits	0.03	47	12		4.00E-05	0.15	1.7	2.40E-05	0.00014	0.01		10				0.021		0.177	0.85		1.00E-07	0.001	0			9.00E-05		3.00E-05	0.00064	0.00015	8.00E-05	0.049	6.00E-05	0.014	1.6					2.00E-05			0	9.2				0	0.0002	0							
Nance	Fruits	0.046	73	17		4.00E-05	1.2	7.5	8.00E-06	0.00038	0.02		9.5				0.01		0.244	0.66		4.00E-07	0.003	0	74	4.00E-06	2.00E-05		2.00E-05	0.00029	0.00018	2.00E-05	0.093	9.00E-05		4.7					0.00025				8.3					0.0013	1.20E-05							
Naranjilla	Fruits	0.008	25	5.9		3.00E-05	0.22	1.1	3.00E-06	0.00035	0.011		4.8				0.012		0.2	0.44		4.00E-07	0.004	0	568	2.80E-05	5.00E-05		0	0.0015	0.00022	0.00011	0.0032	0.0001		1					7.00E-05				3.7					0.00075	1.50E-05							
Horned melon	Fruits	0.013	44	7.6		2.00E-05	1.3		3.00E-06	0.0011	0.04		7.6				0.037		0.123	1.8			0.002	0	147	7.00E-06	3.00E-05		2.00E-05	0.00057	0.00018	6.00E-05	0.0053	0.00048							4.00E-05																	
Coconut	Fruits	0.014	354	15	0	0.00044	33	9	2.60E-05	0.0024	0.032	1.4	6.2	0	0	0	0.113	0.37	0.356	3.3	30	1.00E-05	0.02		0	0	7.00E-05	0	2.00E-05	0.00054	0.0003	5.00E-05	0.0033	0.0011	0.012		8.00E-05	0.00013	0.00025	0.00015	0.0015	6.00E-05	0.00017		6.2	0.00012	4.00E-05	0.0002	0	0.00024	2.00E-07							
Cloudberry	Fruits	0.018	51	8.6			0.8			0.0007			8.6				0.035			2.4					210		5.00E-05		7.00E-05	0.0009			0.158																									
Huckleberries	Fruits	0.015	37	8.7			0.1			0.0003			8.7							0.4			0.01		79		1.00E-05		3.00E-05	0.0003			0.0028																									
Banana melon	Fruits	0.013	21	4.1		4.00E-05	0.2	0.3	2.00E-05	0.00021	0.01		3.8				0.009		0.14	0.84		4.00E-07	0.011				2.00E-05		2.00E-05	0.00046	7.00E-05	5.00E-05	0.0081	0.00014		2.1					4.00E-05			0	3.4					0	4.90E-06							
Salmonberries	Fruits	0.013	47	10		3.00E-05	0.33	1.9	1.70E-05	0.0004	0.015		8.2				0.027		0.11	0.85			0.014		496	5.00E-05	4.00E-05		6.00E-05	0.00047	0.00017	8.00E-05	0.0092	0.00028		1.8					0.0011			0	3.7					0.0016	1.50E-05							
Chokecherries	Fruits	0.04	156	34		7.00E-05	0.98	17	1.00E-05	0.0004	0.021		17				0.045		0.309	2.9		1.70E-06	0.002		43	2.00E-06	3.00E-05	0	6.00E-05	0.00067	0.00033	0.00019	0.0007	0.00019		5.4					0.00019			0.87	14				0	0.00075	2.90E-05							
Rose hip	Fruits	0.169	162	38		0.00011	0.34	24	3.00E-06	0.0011	0.069		14				0.061		0.429	1.6			0.004		4345	0.000217	2.00E-05		0.00017	0.0013	0.0008	8.00E-05	0.426	0.00025	0.012	1.2					0.001				2.6					0.0058	2.60E-05							
Artichoke	Vegetables	0.044	47	11	0	0.00023	0.15	5.4	6.80E-05	0.0013	0.06	0.01	5.1	0	0	0	0.09	0.06	0.37	3.3	0.04	2.00E-07	0.094	0	13	1.00E-06	7.00E-05	0	7.00E-05	0.001	0.00034	0.00012	0.012	0.00049	0.034						0.00026				0.99				0	0.00019	1.50E-05							
Asparagus	Vegetables	0.044	47	9.2	0	5.00E-05	0.1		4.50E-05	0.00098	0.042	0.01	9.2				0.057	0.04	0.29	2.5	0.03	1.50E-06	0.004	0	450	2.30E-05	9.00E-05	0	0.0001	0.00063	5.00E-05	2.00E-05	0.016	0.00036			8.00E-05	0.00014	0.00018	0.00017	0.0002	4.00E-05	0.00014			9.00E-05	3.00E-05	0.00015	0									
"Bitter gourd (Momordica charantia, bitter melon, balsam pear)"	Vegetables	0.084	30	3.3	0	0.0002	0.69		0.000128	0.002	0.085		3.3				0.099		0.608	5.3		9.00E-07	0.011	0	1734	8.70E-05	0.00018	0	0.00036	0.0011	6.00E-05	0.0008	0.088	0.0003							0.00054								0									
Bamboo shoot	Vegetables	0.013	27	5.2	0	0.00019	0.3	2.2	7.00E-06	0.0005	0.003	0.01	3	0	0	0	0.059	0.13	0.533	2.6	0.07	8.00E-07	0.004	0	20	1.00E-06	0.00015	0	7.00E-05	0.0006	0.00016	0.00024	0.004	0.0011	0		4.00E-05	9.00E-05	0.00014	0.00013	0.00026	3.00E-05	9.00E-05		3	9.00E-05	3.00E-05	0.00011	0	0.001	0							
Green bean	Vegetables	0.044	35	7.9	0	6.00E-05	0.28	3.2	3.30E-05	0.00065	0.018	0.01	4.7	0	0	0	0.029	0.15	0.146	1.9	0.06	2.00E-07	0.001	0	633	3.20E-05	7.00E-05	0	0.0001	0.00061	7.00E-05	6.00E-05	0.0097	0.00025	0.017		4.00E-05	7.00E-05	0.00012	9.00E-05	0.00029	2.00E-05	7.00E-05		3.6	8.00E-05	2.00E-05	9.00E-05	0	0.00046	4.80E-05							
Beetroot	Vegetables	0.016	43	9.6	0	8.00E-05	0.17	2.8	0.000109	0.0008	0.023	0.03	6.8	0	0	0	0.04	0.06	0.325	1.6	0.03	7.00E-07	0.078	0	33	2.00E-06	3.00E-05	0	4.00E-05	0.00033	0.00016	7.00E-05	0.0049	0.00035	0.006		2.00E-05	5.00E-05	7.00E-05	6.00E-05	0.00033	2.00E-05	5.00E-05		6.8	5.00E-05	2.00E-05	6.00E-05	0	4.00E-05	2.00E-07							
Broad bean	Vegetables	0.018	62	10	0	6.00E-05	0.5	3.6	5.80E-05	0.0015	0.031	0.02	6.5				0.073	0.3	0.193	4.8	0.14	1.00E-06	0.041	0	270	1.40E-05	0.00013	0	9.00E-05	0.0012	7.00E-05	3.00E-05	0.02	0.00047			0.00012	0.00022	0.00037	0.00031	0.00026	4.00E-05	0.0002			0.00018	5.00E-05	0.00024	0									
Broccoli	Vegetables	0.047	34	6.6	0	5.00E-05	0.37	2.6	6.30E-05	0.00073	0.021	0.01	4	0	0	0	0.066	0.04	0.316	2.8	0.04	2.50E-06	0.033	0	623	3.10E-05	7.00E-05	0	0.00012	0.00064	0.00057	0.00018	0.089	0.00041	0.019	0.68	6.00E-05	8.00E-05	0.00013	0.00014	0.00021	4.00E-05	0.00012	0	1.7	9.00E-05	3.00E-05	0.00013	0	0.00078	0.000102		0	0				
Brussels sprout	Vegetables	0.042	43	9	0	7.00E-05	0.3	3.8	6.10E-05	0.0014	0.023	0.02	5.2	0	0	0	0.069	153	0.389	3.4	0.06	1.60E-06	0.025	0	754	3.80E-05	0.00014	0	9.00E-05	0.00075	0.00031	0.00022	0.085	0.00042	0.019	0.93	8.00E-05	0.00013	0.00015	0.00015	0.00034	3.00E-05	0.0001		2.2	0.00012	4.00E-05	0.00016	0	0.00088	0.000177							
Burdock root	Vegetables	0.041	72	17	0	8.00E-05	0.15	3.3	2.30E-05	0.0008	0.038	0.04	14	0	0	0	0.051	0.06	0.308	1.5	0.03	7.00E-07	0.005	0	0	0	1.00E-05	0	3.00E-05	0.0003	0.00032	0.00024	0.003	0.00033	0.012		3.00E-05	3.00E-05	3.00E-05	7.00E-05	0.00023	1.00E-05	3.00E-05		2.9	3.00E-05	1.00E-05	3.00E-05	0	0.00038	1.60E-06							
Cabbage	Vegetables	0.04	25	5.8	0	2.00E-05	0.1	2.5	4.30E-05	0.00047	0.012	0.02	3.3	0	0	0	0.026	0.02	0.17	1.3	0.03	3.00E-07	0.018	0	98	5.00E-06	6.00E-05	0	4.00E-05	0.00023	0.00021	0.00012	0.037	0.00018	0.011	1.5	2.00E-05	3.00E-05	4.00E-05	4.00E-05	0.00016	1.00E-05	3.00E-05	0	3.2	4.00E-05	1.00E-05	4.00E-05	0	0.00015	7.60E-05		0					
Red cabbage	Vegetables	0.045	31	7.4	0	2.00E-05	0.16	2.1	1.80E-05	0.0008	0.016	0.01	5.3	0	0	0	0.03	0.08	0.243	1.4	0.02	6.00E-07	0.027	0	1116	5.60E-05	6.00E-05	0	7.00E-05	0.00042	0.00015	0.00021	0.057	0.00022	0.017	1.5	2.00E-05	3.00E-05	5.00E-05	5.00E-05	0.00024	1.00E-05	4.00E-05	0	3.8	4.00E-05	1.00E-05	5.00E-05	0	0.00011	3.80E-05							
Savoy cabbage	Vegetables	0.035	27	6.1	0	6.00E-05	0.1	3.1	8.00E-05	0.0004	0.028	0.01	3	0	0	0	0.042	0.05	0.23	2	0.01	9.00E-07	0.028	0	1000	5.00E-05	7.00E-05	0	3.00E-05	0.0003	0.00019	0.00019	0.031	0.00027	0.012		4.00E-05	0.0001	0.0001	9.00E-05	0.00018	2.00E-05	6.00E-05		2.3	7.00E-05	2.00E-05	9.00E-05	0	0.00017	6.90E-05							
Chinese cabbage	Vegetables	0.105	13	2.2	0	2.00E-05	0.2	1	6.60E-05	0.0008	0.019	0.02	1.2	0	0	0	0.037	0.1	0.252	1.5	0.03	5.00E-07	0.065	0	4468	0.000223	4.00E-05	0	7.00E-05	0.0005	9.00E-05	0.00019	0.045	0.00019	0.0064		3.00E-05	9.00E-05	9.00E-05	9.00E-05	0.00016	1.00E-05	4.00E-05		1.2	5.00E-05	2.00E-05	7.00E-05	0	9.00E-05	4.60E-05							
Carrot	Vegetables	0.033	41	9.6	0	5.00E-05	0.24	2.8	1.90E-05	0.0003	0.012	0.01	6.8	0	0	0	0.035	0.12	0.32	0.93	0.04	1.00E-07	0.069	0	16706	0.000835	7.00E-05	0	6.00E-05	0.00098	0.00027	0.00014	0.0059	0.00024	0.0088	0.55	4.00E-05	8.00E-05	0.0001	0.0001	0.00014	2.00E-05	6.00E-05	1.4	4.7	0.00019	1.00E-05	7.00E-05	0	0.00066	1.30E-05		0					
Cassava	Vegetables	0.016	160	38	0	0.0001	0.28	1.8	2.70E-05	0.00027	0.021	0.08	36	0	0	0	0.027	0.05	0.271	1.4	0.07	7.00E-07	0.014	0	13	1.00E-06	9.00E-05	0	5.00E-05	0.00085	0.00011	9.00E-05	0.021	0.00034	0.024		2.00E-05	3.00E-05	4.00E-05	4.00E-05	0.00038	1.00E-05	3.00E-05		1.7	3.00E-05	2.00E-05	4.00E-05	0	0.00019	1.90E-06							
Cauliflower	Vegetables	0.022	25	5	0	4.00E-05	0.28	2	5.70E-05	0.00042	0.015	0.03	3	0	0	0	0.044	0.03	0.299	1.9	0.13	6.00E-07	0.03	0	0	0	5.00E-05	0	6.00E-05	0.00051	0.00067	0.00018	0.048	0.00027	0.044	0.97	6.00E-05	7.00E-05	0.00011	0.00022	0.00016	2.00E-05	7.00E-05		1.9	8.00E-05	2.00E-05	0.00013	0	8.00E-05	1.60E-05	0.02	0	0	0	0	0.01	
Celeriac	Vegetables	0.043	42	9.2	0	7.00E-05	0.3	1.8	8.00E-06	0.0007	0.02	0.06	7.4	0	0	0	0.115	0.15	0.3	1.5	0.08	7.00E-07	0.1	0	0	0	5.00E-05	0	6.00E-05	0.0007	0.00035	0.00017	0.008	0.00033	0.009						0.00016				1.6				0	0.00036	4.10E-05							
Celtuce	Vegetables	0.039	18	3.7	0	4.00E-05	0.3	1.7	4.60E-05	0.00055	0.028		2				0.039		0.33	0.85		9.00E-07	0.011	0	3500	0.000175	6.00E-05	0	7.00E-05	0.00055	0.00018	5.00E-05	0.02	0.00027			2.00E-05	6.00E-05	5.00E-05	6.00E-05	0.00069	1.00E-05	4.00E-05			4.00E-05	1.00E-05	5.00E-05	0									
Chayote	Vegetables	0.017	19	4.5	0	0.00012	0.13	1.7	9.30E-05	0.00034	0.012	0.01	2.8	0	0	0	0.018	0.06	0.125	0.82	0.03	2.00E-07	0.002	0	0	0	3.00E-05	0	3.00E-05	0.00047	0.00025	8.00E-05	0.0077	0.00074	0.0092		2.00E-05	4.00E-05	8.00E-05	4.00E-05	0.00019	0	5.00E-05		1.7	4.00E-05	1.00E-05	6.00E-05	0	0.00012	4.10E-06							
Chicory	Vegetables	0.019	17	4	0	5.00E-05	0.1	3.1	3.70E-05	0.00024	0.01	0	0.9				0.026	0.04	0.211	0.9	0.02	2.00E-07	0.002	0	29	1.00E-06	6.00E-05	0	3.00E-05	0.00016	0.00015	4.00E-05	0.0028	0.00016			2.00E-05	5.00E-05	4.00E-05	4.00E-05	0.0001	1.00E-05	2.00E-05			3.00E-05	2.00E-05	4.00E-05	0									
Corn	Vegetables	0.003	96	21	0	5.00E-05	1.5	2.4	2.30E-05	0.00045	0.026	0.37	19	0	0	0	0.077	0.6	0.218	3.4	0.2	2.00E-07	0.001	0	263	1.30E-05	9.00E-05	0	6.00E-05	0.0017	0.00079	0.00014	0.0055	0.00062	0.029	0.79	9.00E-05	0.00013	0.00036	0.00014	0.00017	7.00E-05	0.00016	7.2	4.5	0.00013	2.00E-05	0.00019	0	9.00E-05	4.00E-07							
Yardlong beans	Vegetables	0.044	47	9.2	0	5.00E-05	0.1		4.50E-05	0.00098	0.042	0.01	9.2				0.057	0.04	0.29	2.5	0.03	1.50E-06	0.004	0	450	2.30E-05	9.00E-05	0	0.0001	0.00063	5.00E-05	2.00E-05	0.016	0.00036			8.00E-05	0.00014	0.00018	0.00017	0.0002	4.00E-05	0.00014			9.00E-05	3.00E-05	0.00015	0									
Cucumber	Vegetables	0.016	15	3.6	0	4.00E-05	0.11	0.5	7.00E-06	0.00028	0.013	0.01	3.1	0	0	0	0.024	0.03	0.147	0.65	0.04	3.00E-07	0.002	0	105	5.00E-06	3.00E-05	0	3.00E-05	0.0001	0.00026	4.00E-05	0.0028	0.0002	0.006	0.87	1.00E-05	2.00E-05	3.00E-05	3.00E-05	8.00E-05	1.00E-05	2.00E-05	0.83	1.7	2.00E-05	1.00E-05	2.00E-05	0	3.00E-05	1.60E-05		0					
Eggplant	Vegetables	0.009	25	5.9	0	8.00E-05	0.18	3	2.20E-05	0.00023	0.014	0.02	2.9	0	0	0	0.024	0.08	0.229	0.98	0.03	3.00E-07	0.002	0	23	1.00E-06	4.00E-05	0	4.00E-05	0.00065	0.00028	8.00E-05	0.0022	0.00016	0.0069	1.5	2.00E-05	5.00E-05	6.00E-05	5.00E-05	0.00023	1.00E-05	4.00E-05		3.5	4.00E-05	1.00E-05	5.00E-05	0	0.0003	3.50E-06							
Edamame	Vegetables	0.063	121	8.9	0	0.00035	5.2	5.2	0.000311	0.0023	0.064	1.3	3.7	0	0	0	0.169	2.2	0.436	12	0.62	8.00E-07	0.006	0.01	298	1.50E-05	0.0002	0	0.00016	0.00092	0.0004	0.0001	0.0061	0.0014	0.056	0.12	0.00027	0.0003	0.00075	0.00075	0.001	0.00014	0.00049	1.5	2.2	0.00033	0.00013	0.00032	0	0.00068	2.70E-05	0.36	0	0	0	0	1.8	
Endive	Vegetables	0.052	17	3.4	0	0.0001	0.2	3.1	0.000142	0.00083	0.015	0	0.25	0	0	0	0.028	0.09	0.314	1.3	0.05	2.00E-07	0.022	0	2167	0.000108	8.00E-05	0	8.00E-05	0.0004	0.0009	2.00E-05	0.0065	0.00079	0.017		2.00E-05	7.00E-05	0.0001	6.00E-05	0.00042	1.00E-05	5.00E-05		0.25	5.00E-05	1.00E-05	6.00E-05	0	0.00044	0.000231							
Garlic	Vegetables	0.181	149	33	0	0.0003	0.5	2.1	3.00E-06	0.0017	0.025	0.01	31	0	0	0	0.153	0.25	0.401	6.4	0.09	1.40E-05	0.017	0	9	0	0.0002	0	0.00011	0.0007	0.0006	0.0012	0.031	0.0012	0.023		0.00011	0.00022	0.00031	0.00027	0.0017	8.00E-05	0.00018		1	0.00016	7.00E-05	0.00029	0	8.00E-05	1.70E-06							
Ginger	Vegetables	0.016	80	18	0	0.00023	0.75	2	1.10E-05	0.0006	0.043	0.15	16	0	0	0	0.034	0.15	0.415	1.8	0.2	7.00E-07	0.013	0	0	0	3.00E-05	0	3.00E-05	0.00075	0.0002	0.00016	0.005	0.00034	0.029		3.00E-05	5.00E-05	7.00E-05	6.00E-05	0.00023	1.00E-05	5.00E-05		1.7	4.00E-05	1.00E-05	7.00E-05	0	0.00026	1.00E-07							
Jerusalem artichoke	Vegetables	0.014	73	17	0	0.00014	0.01	1.6	1.30E-05	0.0034	0.017	0	16	0	0	0	0.078	0	0.429	2	0	7.00E-07	0.004	0	20	1.00E-06	0.0002	0	6.00E-05	0.0013	0.0004	8.00E-05	0.004	0.00012	0.03						6.00E-05				9.6				0	0.00019	1.00E-07							
Kanpyo	Vegetables	0.28	258	65	0	0.00043	0.56	9.8	6.10E-05	0.0051	0.125	0.1	55				0.188	0.24	1.582	8.6	0.05	2.60E-06	0.015	0	0		0	0	4.00E-05	0.0029	0.0026	0.00053	0.0002	0.0059							0.0011								0									
Kohlrabi	Vegetables	0.024	27	6.2	0	0.00013	0.1	3.6	1.60E-05	0.0004	0.019	0.01	2.6	0	0	0	0.046	0.05	0.35	1.7	0.01	7.00E-07	0.02	0	36	2.00E-06	5.00E-05	0	2.00E-05	0.0004	0.00017	0.00015	0.062	3.00E-05	0.012		2.00E-05	8.00E-05	7.00E-05	6.00E-05	0.00014	1.00E-05	4.00E-05		2.6	5.00E-05	1.00E-05	5.00E-05	0	0.00048	1.00E-07							
Lotus root	Vegetables	0.045	74	17	0	0.00026	0.1	4.9	1.30E-05	0.0012	0.023	0.02	12				0.1	0.02	0.556	2.6	0.03	7.00E-07	0.04	0	0	0	0.00016	0	0.00022	0.0004	0.00038	0.00026	0.044	0.00039			4.00E-05	5.00E-05	7.00E-05	9.00E-05	0.00026	2.00E-05	5.00E-05			5.00E-05	2.00E-05	6.00E-05	0									
